City,Country,Country Code,Course Name,Cuisine Name,Customer First Name,Customer ID,Customer Last Name,Customer Name,Delivery Date,Desert Name,Drink,Order Date,Order ID,Postal Code,Row Number,Sides,Starter Name,Cost,Delivery Cost,Discount,Profit,Quantity,Sales
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,983 01,10749,Meatballs,Flatbread,91.84,70.86,67.77,45.92,2,137.76
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,693401,10753,Bruschetta,Hummus,69.38,84.96,91.14,34.69,2,104.07
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,649-6961,10807,Bruschetta,Minestrone,190,31.71,23,95,2,285
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,34260,10908,Potato salad,Minestrone,119.8,34.26,91.14,59.9,3,179.7
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,993-0673,10915,Bruschetta,Minestrone,310,41.1,10.52,155,3,465
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,574118058,10916,Focaccia,Tomato bread,225,99.88,11.23,112.5,3,337.5
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,704552750,10938,Potato salad,Olives,225,60.25,61.49,112.5,1,337.5
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,-3.0894e+08,10965,Meatballs,Minestrone,144.09,36.43,9.12,72.045,2,216.135
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,585739122,11137,Meatballs,Tomato bread,190,37.78,91.41,95,2,285
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,717142145,11141,Bruschetta,Flatbread,144.09,51.72,98.01,72.045,2,216.135
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,693427,11195,Bruschetta,Falafel,125,14.8,11.23,62.5,3,187.5
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,993-0693,11255,Bruschetta,Flatbread,91.84,2.73,15,45.92,2,137.76
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,3810-1422,11262,Focaccia,Minestrone,235,37.47,9.71,117.5,1,352.5
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,693436,11348,Fries,Hummus,119.8,12.22,15,59.9,3,179.7
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,649-6993,11349,Tapas,Olives,125,48.03,10.52,62.5,2,187.5
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,34286,11350,Potato salad,Flatbread,235,40.77,11.23,117.5,1,352.5
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,734110460,11397,Tapas,Falafel,320,81.05,73.09,160,2,480
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,649-7003,11521,Meatballs,Flatbread,52.08,38.29,73.09,26.04,2,78.12
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,1030 01,11548,Potato salad,Tomato bread,235,97.38,24,117.5,3,352.5
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,1031 01,11574,Focaccia,Tomato bread,210,1.54,54.08,105,1,315
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,987-1033,11581,Meatballs,Falafel,144.09,67.12,53.53,72.045,2,216.135
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,1033 01,11608,Potato salad,Olives,133.17,90.72,30,66.585,3,199.755
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,747794585,11617,Meatballs,Minestrone,320,81.2,67.77,160,2,480
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,748341950,11618,Fries,Tomato bread,210,16.63,35.44,105,1,315
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,750531410,11652,Focaccia,Hummus,133.17,42.27,91.14,66.585,3,199.755
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,693455,11671,Meatballs,Hummus,93.13,2.88,37.04,46.565,2,139.695
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,649-7013,11689,Meatballs,Falafel,168.27,52.14,15,84.135,2,252.405
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,987-1040,11700,Focaccia,Tomato bread,119.8,99.91,99.24,59.9,3,179.7
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,-3.30067e+08,11713,Meatballs,Tomato bread,144.09,94.67,61.49,72.045,2,216.135
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,754362965,11719,Meatballs,Tomato bread,52.08,39.38,20,26.04,2,78.12
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,-3.30227e+08,11728,Potato salad,Hummus,210,59.34,80.34,105,3,315
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,617920530,11749,Meatballs,Flatbread,320,70.86,94.76,160,2,480
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,756552425,11753,Bruschetta,Hummus,190,84.96,11.23,95,2,285
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,693463,11807,Bruschetta,Minestrone,52.08,31.71,91.14,26.04,2,78.12
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,3810-1460,11908,Potato salad,Minestrone,98,34.26,11.23,49,3,147
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,-3.35508e+08,11915,Bruschetta,Minestrone,91.84,41.1,54.08,45.92,3,137.76
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,-3.35668e+08,11916,Focaccia,Tomato bread,133.17,99.88,98.01,66.585,3,199.755
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,987-1054,11938,Potato salad,Olives,133.17,60.25,10.52,66.585,1,199.755
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,1054 01,11965,Meatballs,Minestrone,125,36.43,47.84,62.5,2,187.5
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,-3.4191e+08,12137,Meatballs,Tomato bread,52.08,37.78,24,26.04,2,78.12
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,638927838,12141,Bruschetta,Flatbread,125,51.72,73.09,62.5,2,187.5
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,785015405,12195,Bruschetta,Falafel,168.27,14.8,98.01,84.135,3,252.405
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,-3.45111e+08,12255,Bruschetta,Flatbread,320,2.73,80.34,160,2,480
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,1072 01,12262,Focaccia,Minestrone,124.62,37.47,10,62.31,1,186.93
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,794867975,12348,Fries,Hummus,98,12.22,80.34,49,3,147
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,795415340,12349,Tapas,Olives,168.27,48.03,54.08,84.135,2,252.405
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,3810-1486,12350,Potato salad,Flatbread,124.62,40.77,98.01,62.31,1,186.93
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,987-1081,12397,Tapas,Falafel,93.13,81.05,97.48,46.565,2,139.695
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,693505,12521,Meatballs,Flatbread,310,38.29,97.48,155,2,465
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,659935146,12548,Potato salad,Tomato bread,124.62,97.38,35.44,62.31,3,186.93
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,34358,12574,Focaccia,Tomato bread,44.57,1.54,23,22.285,1,66.855
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,993-0771,12581,Meatballs,Falafel,125,67.12,61.49,62.5,2,187.5
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,34360,12608,Potato salad,Olives,210,90.72,9.12,105,3,315
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,663957822,12617,Meatballs,Minestrone,93.13,81.2,94.76,46.565,2,139.695
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,987-1094,12618,Fries,Tomato bread,44.57,16.63,20,22.285,1,66.855
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,987-1096,12652,Focaccia,Hummus,210,42.27,11.23,105,3,315
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,815667845,12671,Meatballs,Hummus,75,2.88,67.77,37.5,2,112.5
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,817309940,12689,Meatballs,Falafel,69.38,52.14,80.34,34.69,2,104.07
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,993-0778,12700,Focaccia,Tomato bread,98,99.91,20.33,49,3,147
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,1098 01,12713,Meatballs,Tomato bread,125,94.67,10.52,62.5,2,187.5
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,669321390,12719,Meatballs,Tomato bread,310,39.38,9.71,155,2,465
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,649-7074,12728,Potato salad,Hummus,44.57,59.34,53.53,22.285,3,66.855
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,-3.59195e+08,12749,Meatballs,Flatbread,93.13,70.86,91.41,46.565,2,139.695
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,671109246,12753,Bruschetta,Hummus,52.08,84.96,98.01,26.04,2,78.12
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,824425685,12807,Bruschetta,Minestrone,310,31.71,11.23,155,2,465
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,1110 01,12908,Potato salad,Minestrone,83.99,34.26,98.01,41.995,3,125.985
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,649-7085,12915,Bruschetta,Minestrone,320,41.1,23,160,3,480
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,354474,12916,Focaccia,Tomato bread,210,99.88,73.09,105,3,315
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,993-0792,12938,Potato salad,Olives,210,60.25,54.08,105,1,315
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,34381,12965,Meatballs,Minestrone,168.27,36.43,17.4,84.135,2,252.405
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,354487,13137,Meatballs,Tomato bread,310,37.78,35.44,155,2,465
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,-3.70399e+08,13141,Bruschetta,Flatbread,168.27,51.72,97.48,84.135,2,252.405
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,694351374,13195,Bruschetta,Falafel,69.38,14.8,73.09,34.69,3,104.07
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,649-7105,13255,Bruschetta,Flatbread,93.13,2.73,53.53,46.565,2,139.695
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,697480122,13262,Focaccia,Minestrone,119.8,37.47,31.2,59.9,1,179.7
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,702396726,13348,Fries,Hummus,83.99,12.22,53.53,41.995,3,125.985
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,987-1137,13349,Tapas,Olives,69.38,48.03,23,34.69,2,104.07
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,1136 01,13350,Potato salad,Flatbread,119.8,40.77,73.09,59.9,1,179.7
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,993-0819,13397,Tapas,Falafel,75,81.05,51.05,37.5,2,112.5
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,870404345,13521,Meatballs,Flatbread,91.84,38.29,51.05,45.92,2,137.76
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,-3.81762e+08,13548,Potato salad,Tomato bread,119.8,97.38,20,59.9,3,179.7
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,3810-1558,13574,Focaccia,Tomato bread,220,1.54,91.14,110,1,330
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,-3.82562e+08,13581,Meatballs,Falafel,168.27,67.12,10.52,84.135,2,252.405
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,3810-1560,13608,Potato salad,Olives,44.57,90.72,47.84,22.285,3,66.855
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,-3.83843e+08,13617,Meatballs,Minestrone,75,81.2,91.41,37.5,2,112.5
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,993-0832,13618,Fries,Tomato bread,220,16.63,9.71,110,1,330
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,993-0834,13652,Focaccia,Hummus,44.57,42.27,98.01,22.285,3,66.855
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,719381358,13671,Meatballs,Hummus,144.09,2.88,94.76,72.045,2,216.135
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,987-1157,13689,Meatballs,Falafel,190,52.14,53.53,95,2,285
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,-3.85923e+08,13700,Focaccia,Tomato bread,83.99,99.91,68.89,41.995,3,125.985
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,34425,13713,Meatballs,Tomato bread,168.27,94.67,54.08,84.135,2,252.405
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,-3.86724e+08,13719,Meatballs,Tomato bread,91.84,39.38,10,45.92,2,137.76
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,693576,13728,Potato salad,Hummus,220,59.34,61.49,110,3,330
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,354523,13749,Meatballs,Flatbread,75,70.86,24,37.5,2,112.5
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,-3.87684e+08,13753,Bruschetta,Hummus,310,84.96,73.09,155,2,465
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,726532782,13807,Bruschetta,Minestrone,91.84,31.71,98.01,45.92,2,137.76
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,731449386,13908,Potato salad,Minestrone,225,34.26,73.09,112.5,3,337.5
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,693587,13915,Bruschetta,Minestrone,93.13,41.1,91.14,46.565,3,139.695
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,649-7144,13916,Focaccia,Tomato bread,44.57,99.88,97.48,22.285,3,66.855
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,-3.92645e+08,13938,Potato salad,Olives,44.57,60.25,23,22.285,1,66.855
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,3810-1581,13965,Meatballs,Minestrone,69.38,36.43,37.04,34.69,2,104.07
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,649-7157,14137,Meatballs,Tomato bread,91.84,37.78,20,45.92,2,137.76
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,1182 01,14141,Bruschetta,Flatbread,69.38,51.72,51.05,34.69,2,104.07
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,-4.00168e+08,14195,Bruschetta,Falafel,190,14.8,97.48,95,3,285
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,693607,14255,Bruschetta,Flatbread,75,2.73,61.49,37.5,2,112.5
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,-4.01928e+08,14262,Focaccia,Minestrone,98,37.47,15,49,1,147
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,-4.04489e+08,14348,Fries,Hummus,225,12.22,61.49,112.5,3,337.5
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,993-0875,14349,Tapas,Olives,190,48.03,91.14,95,2,285
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,754691514,14350,Potato salad,Flatbread,98,40.77,97.48,49,1,147
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,-4.05609e+08,14397,Tapas,Falafel,144.09,81.05,99.24,72.045,2,216.135
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,764077758,14521,Meatballs,Flatbread,320,38.29,99.24,160,2,480
